Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Gender,Name,City,State Code,State_x,Zip Code,Country_x,Continent,Birthday,Country_y,State_y,Square Meters,Open Date,Product Name,Brand,Color,Unit Cost USD,Unit Price USD,SubcategoryKey,Subcategory,CategoryKey,Category
1525001,1,3/5/2019,3/8/2019,2079441,0,348,1,USD,Female,Jade Verbrugghen,Nashville,TN,Tennessee,37204,United States,North America,1953-11-14,Online,Online,1347.5,2010-01-01,Fabrikam Laptop15.4W M5480 White,Fabrikam,White,348.58,758.0,301,Laptops,3,Computers
1525003,1,3/5/2019,3/7/2019,970480,0,1586,7,GBP,Male,Mohammad Wilkins,WHEATLEY,South Oxfordshire,South Oxfordshire,OX33 1EY,United Kingdom,Europe,1970-09-19,Online,Online,1347.5,2010-01-01,SV DVD 55DVD Storage Binder M56 Black,Southridge Video,Black,5.82,12.66,602,Movie DVD,6,"Music, Movies and Audio Books"
1525003,2,3/5/2019,3/7/2019,970480,0,709,2,GBP,Male,Mohammad Wilkins,WHEATLEY,South Oxfordshire,South Oxfordshire,OX33 1EY,United Kingdom,Europe,1970-09-19,Online,Online,1347.5,2010-01-01,Proseware Mobile Receipt and Document Scanner M200 White,Proseware,White,53.34,116.0,306,"Printers, Scanners & Fax",3,Computers
1525012,1,3/5/2019,3/7/2019,999350,0,2160,3,GBP,Female,Eve Coles,CAPEL PARC,Anglesey,Anglesey,LL68 4DT,United Kingdom,Europe,1962-11-14,Online,Online,1347.5,2010-01-01,Adventure Works Coffee Maker 12C M100 Grey,Adventure Works,Grey,204.64,445.0,805,Coffee Machines,8,Home Appliances
1525012,2,3/5/2019,3/7/2019,999350,0,675,7,GBP,Female,Eve Coles,CAPEL PARC,Anglesey,Anglesey,LL68 4DT,United Kingdom,Europe,1962-11-14,Online,Online,1347.5,2010-01-01,Proseware Laser Jet All in one X300 Grey,Proseware,Grey,72.56,219.0,306,"Printers, Scanners & Fax",3,Computers
1525012,3,3/5/2019,3/7/2019,999350,0,1556,1,GBP,Female,Eve Coles,CAPEL PARC,Anglesey,Anglesey,LL68 4DT,United Kingdom,Europe,1962-11-14,Online,Online,1347.5,2010-01-01,The Phone Company PDA Wifi 3.5-inch M200 White,The Phone Company,White,128.76,280.0,504,Smart phones & PDAs,5,Cell phones
1525012,4,3/5/2019,3/7/2019,999350,0,1622,1,GBP,Female,Eve Coles,CAPEL PARC,Anglesey,Anglesey,LL68 4DT,United Kingdom,Europe,1962-11-14,Online,Online,1347.5,2010-01-01,Contoso DVD Recorder L200 Black,Contoso,Black,72.56,219.0,602,Movie DVD,6,"Music, Movies and Audio Books"
1525012,5,3/5/2019,3/7/2019,999350,0,1231,1,GBP,Female,Eve Coles,CAPEL PARC,Anglesey,Anglesey,LL68 4DT,United Kingdom,Europe,1962-11-14,Online,Online,1347.5,2010-01-01,Fabrikam Independent Filmmaker 2/3'' 17mm X100 Black,Fabrikam,Black,496.98,1500.0,405,Camcorders,4,Cameras and camcorders
1525015,1,3/5/2019,3/9/2019,1728306,0,2035,2,USD,Male,Eric Coleman,Laingsburg,MI,Michigan,48848,United States,North America,1951-08-16,Online,Online,1347.5,2010-01-01,Litware Microwave 0.9CuFt E090 Grey,Litware,Grey,50.98,99.99,803,Microwaves,8,Home Appliances
1525019,1,3/5/2019,3/6/2019,2038257,0,161,2,USD,Male,Inunnguaq Rasmussen,Elkhart,IN,Indiana,46516,United States,North America,1966-10-22,Online,Online,1347.5,2010-01-01,"Adventure Works 52"" LCD HDTV X790W Silver",Adventure Works,Silver,527.53,1592.2,201,Televisions,2,TV and Video
1525022,1,3/5/2019,3/11/2019,1821463,0,2028,10,USD,Female,Willie Cunningham,Owensboro,KY,Kentucky,42301,United States,North America,1972-08-23,Online,Online,1347.5,2010-01-01,Litware Microwave 1.0CuFt E110 Silver,Litware,Silver,71.37,139.99,803,Microwaves,8,Home Appliances
1525022,2,3/5/2019,3/11/2019,1821463,0,1818,4,USD,Female,Willie Cunningham,Owensboro,KY,Kentucky,42301,United States,North America,1972-08-23,Online,Online,1347.5,2010-01-01,MGS Train Simulator 2009 E174,Tailspin Toys,Blue,16.31,32.0,702,Download Games,7,Games and Toys
1525022,3,3/5/2019,3/11/2019,1821463,0,1470,7,USD,Female,Willie Cunningham,Owensboro,KY,Kentucky,42301,United States,North America,1972-08-23,Online,Online,1347.5,2010-01-01,The Phone Company Smart phones without camera E100 Black,The Phone Company,Black,65.77,129.0,504,Smart phones & PDAs,5,Cell phones
1525025,1,3/5/2019,3/6/2019,1572525,0,416,3,USD,Female,Judy Arambula,Hordville,NE,Nebraska,68846,United States,North America,1986-10-10,Online,Online,1347.5,2010-01-01,Adventure Works Desktop PC2.33 XD233 Silver,Adventure Works,Silver,321.05,969.0,303,Desktops,3,Computers
1525025,2,3/5/2019,3/6/2019,1572525,0,556,5,USD,Female,Judy Arambula,Hordville,NE,Nebraska,68846,United States,North America,1986-10-10,Online,Online,1347.5,2010-01-01,Proseware Projector 480p DLP12 White,Proseware,White,254.4,499.0,305,Projectors & Screens,3,Computers
1525025,3,3/5/2019,3/6/2019,1572525,0,738,9,USD,Female,Judy Arambula,Hordville,NE,Nebraska,68846,United States,North America,1986-10-10,Online,Online,1347.5,2010-01-01,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Green,Proseware,Green,75.54,228.0,306,"Printers, Scanners & Fax",3,Computers
1525025,4,3/5/2019,3/6/2019,1572525,0,1451,9,USD,Female,Judy Arambula,Hordville,NE,Nebraska,68846,United States,North America,1986-10-10,Online,Online,1347.5,2010-01-01,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Gold,The Phone Company,Gold,123.24,268.0,503,Touch Screen Phones,5,Cell phones
1526003,1,3/6/2019,3/9/2019,1047746,0,1298,2,GBP,Male,Leo Nixon,SALINE,Fife,Fife,KY12 1ZT,United Kingdom,Europe,1953-12-09,Online,Online,1347.5,2010-01-01,Contoso USB Cable M250 Yellow,Contoso,Yellow,11.5,25.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders
1526003,2,3/6/2019,3/9/2019,1047746,0,817,3,GBP,Male,Leo Nixon,SALINE,Fife,Fife,KY12 1ZT,United Kingdom,Europe,1953-12-09,Online,Online,1347.5,2010-01-01,Contoso Power Inverter - DC to AC power inverter E900 Grey,Contoso,Grey,4.84,9.5,308,Computers Accessories,3,Computers
1526005,1,3/6/2019,3/10/2019,1691521,0,2493,4,USD,Female,Marie Slayden,Lavaca,AR,Arkansas,72941,United States,North America,1993-12-07,Online,Online,1347.5,2010-01-01,Cigarette Lighter Adapter for Contoso Phones E110 Red,Contoso,Red,12.74,24.99,505,Cell phones Accessories,5,Cell phones
1526005,2,3/6/2019,3/10/2019,1691521,0,84,1,USD,Female,Marie Slayden,Lavaca,AR,Arkansas,72941,United States,North America,1993-12-07,Online,Online,1347.5,2010-01-01,NT Wireless Bluetooth Stereo Headphones M402 Red,Northwind Traders,Red,45.98,99.99,106,Bluetooth Headphones,1,Audio
1526005,3,3/6/2019,3/10/2019,1691521,0,2053,4,USD,Female,Marie Slayden,Lavaca,AR,Arkansas,72941,United States,North America,1993-12-07,Online,Online,1347.5,2010-01-01,Litware Microwave 0.9CuFt E090 Blue,Litware,Blue,50.98,99.99,803,Microwaves,8,Home Appliances
1526005,4,3/6/2019,3/10/2019,1691521,0,681,1,USD,Female,Marie Slayden,Lavaca,AR,Arkansas,72941,United States,North America,1993-12-07,Online,Online,1347.5,2010-01-01,Proseware Scan Jet Digital Flat Bed Scanner M300 Grey,Proseware,Grey,55.64,121.0,306,"Printers, Scanners & Fax",3,Computers
1526005,5,3/6/2019,3/10/2019,1691521,0,1003,1,USD,Female,Marie Slayden,Lavaca,AR,Arkansas,72941,United States,North America,1993-12-07,Online,Online,1347.5,2010-01-01,A. Datum Ultra Compact Digital Camera M190 Orange,A. Datum,Orange,75.88,165.0,401,Digital Cameras,4,Cameras and camcorders
1526005,6,3/6/2019,3/10/2019,1691521,0,507,3,USD,Female,Marie Slayden,Lavaca,AR,Arkansas,72941,United States,North America,1993-12-07,Online,Online,1347.5,2010-01-01,Adventure Works LCD20 M210 White,Adventure Works,White,119.11,259.0,304,Monitors,3,Computers
1526005,7,3/6/2019,3/10/2019,1691521,0,504,1,USD,Female,Marie Slayden,Lavaca,AR,Arkansas,72941,United States,North America,1993-12-07,Online,Online,1347.5,2010-01-01,Adventure Works LCD24W X300 White,Adventure Works,White,287.92,869.0,304,Monitors,3,Computers
1526006,1,3/6/2019,3/10/2019,748190,0,2492,3,EUR,Male,Italo Cocci,Carrara San Giorgio,PD,Padova,35020,Italy,Europe,1963-07-04,Online,Online,1347.5,2010-01-01,Cigarette Lighter Adapter for Contoso Phones E110 White,Contoso,White,12.74,24.99,505,Cell phones Accessories,5,Cell phones
1526007,1,3/6/2019,3/11/2019,1930815,0,1672,3,USD,Female,Nikolina Topic,Asheville,NC,North Carolina,28801,United States,North America,1939-04-24,Online,Online,1347.5,2010-01-01,MGS Hand Games for Office worker L299 Black,Tailspin Toys,Black,5.6,16.89,701,Boxed Games,7,Games and Toys
1526007,2,3/6/2019,3/11/2019,1930815,0,1700,7,USD,Female,Nikolina Topic,Asheville,NC,North Carolina,28801,United States,North America,1939-04-24,Online,Online,1347.5,2010-01-01,SV Hand Games women M40 Red,Southridge Video,Red,4.08,8.88,701,Boxed Games,7,Games and Toys
1526007,3,3/6/2019,3/11/2019,1930815,0,1724,2,USD,Female,Nikolina Topic,Asheville,NC,North Carolina,28801,United States,North America,1939-04-24,Online,Online,1347.5,2010-01-01,MGS Fable: The Lost Chapters E107,Tailspin Toys,Silver,28.55,56.0,702,Download Games,7,Games and Toys
1526018,1,3/6/2019,3/8/2019,1918030,0,1809,1,USD,Male,Uwe Mayer,Metairie,LA,Louisiana,70001,United States,North America,2001-08-14,Online,Online,1347.5,2010-01-01,MGS Bicycle Board Games2009 E165,Tailspin Toys,Blue,16.31,32.0,702,Download Games,7,Games and Toys
1526023,1,3/6/2019,3/13/2019,1422501,0,2497,5,USD,Female,Michelle Rice,Hickory Hills,IL,Illinois,60457,United States,North America,1966-04-25,Online,Online,1347.5,2010-01-01,Headphone Adapter for Contoso Phone E130 White,Contoso,White,5.09,9.99,505,Cell phones Accessories,5,Cell phones
1527005,1,3/7/2019,3/10/2019,1742432,0,14,1,USD,Female,Leah Ellis,Bloomfield Township,MI,Michigan,48302,United States,North America,1944-03-02,Online,Online,1347.5,2010-01-01,Contoso 4GB Flash MP3 Player E401 Silver,Contoso,Silver,35.72,77.68,101,MP4&MP3,1,Audio
1527007,1,3/7/2019,3/10/2019,326829,0,1573,6,CAD,Female,Frances Warren,Fort Langley,BC,British Columbia,V3A 6X5,Canada,North America,1976-05-21,Online,Online,1347.5,2010-01-01,SV DVD Player M120 White,Southridge Video,White,27.13,58.99,602,Movie DVD,6,"Music, Movies and Audio Books"
1527007,2,3/7/2019,3/10/2019,326829,0,143,1,CAD,Female,Frances Warren,Fort Langley,BC,British Columbia,V3A 6X5,Canada,North America,1976-05-21,Online,Online,1347.5,2010-01-01,"Adventure Works 15.6"" LCD TV M130W White",Adventure Works,White,152.94,299.99,201,Televisions,2,TV and Video
1527007,3,3/7/2019,3/10/2019,326829,0,177,2,CAD,Female,Frances Warren,Fort Langley,BC,British Columbia,V3A 6X5,Canada,North America,1976-05-21,Online,Online,1347.5,2010-01-01,SV 8xDVD E130 Black,Southridge Video,Black,29.01,56.9,202,VCD & DVD,2,TV and Video
1527021,1,3/7/2019,3/12/2019,2087679,0,432,3,USD,Female,Iveta StejskalovÃÂ¡,Oklahoma City,OK,Oklahoma,73107,United States,North America,1996-11-11,Online,Online,1347.5,2010-01-01,Adventure Works Desktop PC1.80 ED182 Brown,Adventure Works,Brown,254.86,499.9,303,Desktops,3,Computers
1527022,1,3/7/2019,3/12/2019,342356,0,89,7,CAD,Male,Paul Herman,St Paul,AB,Alberta,T0A 3A0,Canada,North America,1982-04-27,Online,Online,1347.5,2010-01-01,NT Wireless Transmitter and Bluetooth Headphones M150 Blue,Northwind Traders,Blue,49.69,149.99,106,Bluetooth Headphones,1,Audio
1527022,2,3/7/2019,3/12/2019,342356,0,781,3,CAD,Male,Paul Herman,St Paul,AB,Alberta,T0A 3A0,Canada,North America,1982-04-27,Online,Online,1347.5,2010-01-01,Contoso Notebook Peripheral Kit M69 White,Contoso,White,7.59,16.5,308,Computers Accessories,3,Computers
1527026,1,3/7/2019,3/8/2019,2047895,0,1665,5,USD,Male,Damir Jelic,Tampa,FL,Florida,33619,United States,North America,1987-06-25,Online,Online,1347.5,2010-01-01,MGS Hand Games for 12-16 boys E600 Yellow,Tailspin Toys,Yellow,2.54,4.99,701,Boxed Games,7,Games and Toys
1527026,2,3/7/2019,3/8/2019,2047895,0,1656,4,USD,Male,Damir Jelic,Tampa,FL,Florida,33619,United States,North America,1987-06-25,Online,Online,1347.5,2010-01-01,Contoso DVD 9-Inch Player Portable M300 White,Contoso,White,73.57,159.99,602,Movie DVD,6,"Music, Movies and Audio Books"
1527026,3,3/7/2019,3/8/2019,2047895,0,92,1,USD,Male,Damir Jelic,Tampa,FL,Florida,33619,United States,North America,1987-06-25,Online,Online,1347.5,2010-01-01,NT Wireless Transmitter and Bluetooth Headphones M150 Red,Northwind Traders,Red,49.69,149.99,106,Bluetooth Headphones,1,Audio
1527034,1,3/7/2019,3/14/2019,1002741,0,84,2,GBP,Female,Danielle Woodward,DALGIG,East Ayrshire,East Ayrshire,KA18 7XA,United Kingdom,Europe,1942-05-28,Online,Online,1347.5,2010-01-01,NT Wireless Bluetooth Stereo Headphones M402 Red,Northwind Traders,Red,45.98,99.99,106,Bluetooth Headphones,1,Audio
1527034,2,3/7/2019,3/14/2019,1002741,0,544,1,GBP,Female,Danielle Woodward,DALGIG,East Ayrshire,East Ayrshire,KA18 7XA,United Kingdom,Europe,1942-05-28,Online,Online,1347.5,2010-01-01,Proseware Projector 480p DLP12 Black,Proseware,Black,254.4,499.0,305,Projectors & Screens,3,Computers
1528009,1,3/8/2019,3/11/2019,905099,0,1667,7,GBP,Male,Adam Butler,ABERAMAN,Rhondda Cynon Taf,Rhondda Cynon Taf,CF44 2DZ,United Kingdom,Europe,1944-05-02,Online,Online,1347.5,2010-01-01,MGS Hand Games for kids E300 Black,Tailspin Toys,Black,2.8,5.5,701,Boxed Games,7,Games and Toys
1528009,2,3/8/2019,3/11/2019,905099,0,544,2,GBP,Male,Adam Butler,ABERAMAN,Rhondda Cynon Taf,Rhondda Cynon Taf,CF44 2DZ,United Kingdom,Europe,1944-05-02,Online,Online,1347.5,2010-01-01,Proseware Projector 480p DLP12 Black,Proseware,Black,254.4,499.0,305,Projectors & Screens,3,Computers
1528015,1,3/8/2019,3/12/2019,429663,0,682,1,EUR,Male,Frank Waechter,Niesky,SN,Freistaat Sachsen,2901,Germany,Europe,1964-11-19,Online,Online,1347.5,2010-01-01,Proseware All-In-One Photo Printer M200 Grey,Proseware,Grey,62.54,136.0,306,"Printers, Scanners & Fax",3,Computers
1528015,2,3/8/2019,3/12/2019,429663,0,438,1,EUR,Male,Frank Waechter,Niesky,SN,Freistaat Sachsen,2901,Germany,Europe,1964-11-19,Online,Online,1347.5,2010-01-01,WWI Desktop PC2.33 X2330 Silver,Wide World Importers,Silver,304.48,919.0,303,Desktops,3,Computers
1528015,3,3/8/2019,3/12/2019,429663,0,1603,3,EUR,Male,Frank Waechter,Niesky,SN,Freistaat Sachsen,2901,Germany,Europe,1964-11-19,Online,Online,1347.5,2010-01-01,SV DVD 7-Inch Player Portable E200 Black,Southridge Video,Black,56.08,109.99,602,Movie DVD,6,"Music, Movies and Audio Books"
1528015,4,3/8/2019,3/12/2019,429663,0,454,5,EUR,Male,Frank Waechter,Niesky,SN,Freistaat Sachsen,2901,Germany,Europe,1964-11-19,Online,Online,1347.5,2010-01-01,WWI Desktop PC1.80 E1801 Brown,Wide World Importers,Brown,137.6,269.9,303,Desktops,3,Computers
1528015,5,3/8/2019,3/12/2019,429663,0,1970,2,EUR,Male,Frank Waechter,Niesky,SN,Freistaat Sachsen,2901,Germany,Europe,1964-11-19,Online,Online,1347.5,2010-01-01,Litware Refrigerator 19CuFt M760 Grey,Litware,Grey,413.42,899.0,802,Refrigerators,8,Home Appliances
1528015,6,3/8/2019,3/12/2019,429663,0,103,7,EUR,Male,Frank Waechter,Niesky,SN,Freistaat Sachsen,2901,Germany,Europe,1964-11-19,Online,Online,1347.5,2010-01-01,WWI Wireless Bluetooth Stereo Headphones M270 Black,Wide World Importers,Black,52.88,115.0,106,Bluetooth Headphones,1,Audio
1528015,7,3/8/2019,3/12/2019,429663,0,1455,3,EUR,Male,Frank Waechter,Niesky,SN,Freistaat Sachsen,2901,Germany,Europe,1964-11-19,Online,Online,1347.5,2010-01-01,The Phone Company Pen Touch Screen Phones M320 Gold,The Phone Company,Gold,133.36,290.0,503,Touch Screen Phones,5,Cell phones
1528017,1,3/8/2019,3/12/2019,1839336,0,1780,3,USD,Male,Jesus Perryman,Camillus,NY,New York,13031,United States,North America,2000-11-03,Online,Online,1347.5,2010-01-01,MGS Zoo Tycoon 2: African Adventure 2008 E136,Tailspin Toys,Blue,21.92,43.0,702,Download Games,7,Games and Toys
1528017,2,3/8/2019,3/12/2019,1839336,0,1530,10,USD,Male,Jesus Perryman,Camillus,NY,New York,13031,United States,North America,2000-11-03,Online,Online,1347.5,2010-01-01,The Phone Company PDA Handheld 3.7 inch M630 Black,The Phone Company,Black,122.32,266.0,504,Smart phones & PDAs,5,Cell phones
1528017,3,3/8/2019,3/12/2019,1839336,0,2087,3,USD,Male,Jesus Perryman,Camillus,NY,New York,13031,United States,North America,2000-11-03,Online,Online,1347.5,2010-01-01,Contoso Water Heater 4.0GPM M1250 White,Contoso,White,363.75,791.0,804,Water Heaters,8,Home Appliances
1528025,1,3/8/2019,3/12/2019,618809,0,456,4,EUR,Female,Georgette Dupuis,MONTMORENCY,IL,ÃÂle-de-France,95160,France,Europe,1943-12-26,Online,Online,1347.5,2010-01-01,WWI Desktop PC2.30 M2300 White,Wide World Importers,White,257.06,559.0,303,Desktops,3,Computers
1528025,2,3/8/2019,3/12/2019,618809,0,884,1,EUR,Female,Georgette Dupuis,MONTMORENCY,IL,ÃÂle-de-France,95160,France,Europe,1943-12-26,Online,Online,1347.5,2010-01-01,Contoso Bluetooth Notebook Mouse X305 White,Contoso,White,49.7,150.0,308,Computers Accessories,3,Computers
1528025,3,3/8/2019,3/12/2019,618809,0,619,4,EUR,Female,Georgette Dupuis,MONTMORENCY,IL,ÃÂle-de-France,95160,France,Europe,1943-12-26,Online,Online,1347.5,2010-01-01,WWI Screen 106in M1609 Black,Wide World Importers,Black,115.43,251.0,305,Projectors & Screens,3,Computers
1528025,4,3/8/2019,3/12/2019,618809,0,1803,3,EUR,Female,Georgette Dupuis,MONTMORENCY,IL,ÃÂle-de-France,95160,France,Europe,1943-12-26,Online,Online,1347.5,2010-01-01,MGS Combat Flight Simulator 2009 E159,Tailspin Toys,Blue,16.31,32.0,702,Download Games,7,Games and Toys
1528026,1,3/8/2019,3/12/2019,303771,0,5,4,CAD,Female,Marla Vincent,Edmonton,AB,Alberta,T5J 0K7,Canada,North America,1962-02-11,Online,Online,1347.5,2010-01-01,Contoso 2G MP3 Player E200 Red,Contoso,Red,11.0,21.57,101,MP4&MP3,1,Audio
1529007,1,3/9/2019,3/13/2019,1627599,0,1782,1,USD,Male,David McNutt,Challenge,CA,California,95925,United States,North America,2001-02-28,Online,Online,1347.5,2010-01-01,MGS Zoo Tycoon 2: End Range Species Expansion Pack 2008 E138,Tailspin Toys,Silver,21.92,43.0,702,Download Games,7,Games and Toys
1529013,1,3/9/2019,3/12/2019,1226395,0,2473,1,USD,Male,Darryl Stec,Bridgeport,CT,Connecticut,6604,United States,North America,1945-09-05,Online,Online,1347.5,2010-01-01,Litware 20'' Weather-Shield Performance Box Fan E1601 Yellow,Litware,Yellow,15.29,29.99,808,Fans,8,Home Appliances
1529013,2,3/9/2019,3/12/2019,1226395,0,2493,3,USD,Male,Darryl Stec,Bridgeport,CT,Connecticut,6604,United States,North America,1945-09-05,Online,Online,1347.5,2010-01-01,Cigarette Lighter Adapter for Contoso Phones E110 Red,Contoso,Red,12.74,24.99,505,Cell phones Accessories,5,Cell phones
1529013,3,3/9/2019,3/12/2019,1226395,0,1761,3,USD,Male,Darryl Stec,Bridgeport,CT,Connecticut,6604,United States,North America,1945-09-05,Online,Online,1347.5,2010-01-01,MGS Combat Flight Simulator 2 M400,Tailspin Toys,Black,33.75,73.39,702,Download Games,7,Games and Toys
1529013,4,3/9/2019,3/12/2019,1226395,0,1670,2,USD,Male,Darryl Stec,Bridgeport,CT,Connecticut,6604,United States,North America,1945-09-05,Online,Online,1347.5,2010-01-01,MGS Hand Games women M400 Black,Tailspin Toys,Black,4.13,8.99,701,Boxed Games,7,Games and Toys
1529013,5,3/9/2019,3/12/2019,1226395,0,1697,1,USD,Male,Darryl Stec,Bridgeport,CT,Connecticut,6604,United States,North America,1945-09-05,Online,Online,1347.5,2010-01-01,SV Hand Games for kids E30 Red,Southridge Video,Red,2.75,5.39,701,Boxed Games,7,Games and Toys
1529013,6,3/9/2019,3/12/2019,1226395,0,1295,2,USD,Male,Darryl Stec,Bridgeport,CT,Connecticut,6604,United States,North America,1945-09-05,Online,Online,1347.5,2010-01-01,Contoso Telephoto Conversion Lens X400 Black,Contoso,Black,197.14,595.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders
1529015,1,3/9/2019,3/15/2019,2051822,0,2025,7,USD,Female,Petra FiÃÂerovÃÂ¡,Monticello,UT,Utah,84535,United States,North America,1976-10-12,Online,Online,1347.5,2010-01-01,Litware Microwave 1.5CuFt X110 Silver,Litware,Silver,220.64,665.94,803,Microwaves,8,Home Appliances
1529015,2,3/9/2019,3/15/2019,2051822,0,1730,6,USD,Female,Petra FiÃÂerovÃÂ¡,Monticello,UT,Utah,84535,United States,North America,1976-10-12,Online,Online,1347.5,2010-01-01,MGS Dungeon Siege: Legends of Aranna M330,Tailspin Toys,Blue,35.72,77.68,702,Download Games,7,Games and Toys
1529015,3,3/9/2019,3/15/2019,2051822,0,1475,2,USD,Female,Petra FiÃÂerovÃÂ¡,Monticello,UT,Utah,84535,United States,North America,1976-10-12,Online,Online,1347.5,2010-01-01,The Phone Company Smart phones 6-LINE SCREEN M21 Black,The Phone Company,Black,105.77,230.0,504,Smart phones & PDAs,5,Cell phones
1529015,4,3/9/2019,3/15/2019,2051822,0,1604,1,USD,Female,Petra FiÃÂerovÃÂ¡,Monticello,UT,Utah,84535,United States,North America,1976-10-12,Online,Online,1347.5,2010-01-01,SV DVD 14-Inch Player Portable L100 Black,Southridge Video,Black,86.14,259.99,602,Movie DVD,6,"Music, Movies and Audio Books"
1529017,1,3/9/2019,3/15/2019,902893,0,1691,3,GBP,Male,Gabriel Miah,HIGH BALANTYRE,Argyllshire,Argyllshire,PA32 3ET,United Kingdom,Europe,1939-01-05,Online,Online,1347.5,2010-01-01,SV Hand Games for kids E30 Black,Southridge Video,Black,2.75,5.39,701,Boxed Games,7,Games and Toys
1529021,1,3/9/2019,3/14/2019,1706944,0,1652,6,USD,Female,Elizabeth Davidson,Leeds,AL,Alabama,35004,United States,North America,1940-03-24,Online,Online,1347.5,2010-01-01,Contoso DVD 12-Inch Player Portable M400 Silver,Contoso,Silver,82.77,179.99,602,Movie DVD,6,"Music, Movies and Audio Books"
1529021,2,3/9/2019,3/14/2019,1706944,0,433,1,USD,Female,Elizabeth Davidson,Leeds,AL,Alabama,35004,United States,North America,1940-03-24,Online,Online,1347.5,2010-01-01,Adventure Works Desktop PC2.33 XD233 White,Adventure Works,White,321.05,969.0,303,Desktops,3,Computers
1529021,3,3/9/2019,3/14/2019,1706944,0,931,7,USD,Female,Elizabeth Davidson,Leeds,AL,Alabama,35004,United States,North America,1940-03-24,Online,Online,1347.5,2010-01-01,SV 2GB Laptop memory E800 Silver,Southridge Video,Silver,28.04,55.0,308,Computers Accessories,3,Computers
1529021,4,3/9/2019,3/14/2019,1706944,0,1686,9,USD,Female,Elizabeth Davidson,Leeds,AL,Alabama,35004,United States,North America,1940-03-24,Online,Online,1347.5,2010-01-01,SV Hand Games for students E40 Yellow,Southridge Video,Yellow,3.56,6.99,701,Boxed Games,7,Games and Toys
1529021,5,3/9/2019,3/14/2019,1706944,0,158,2,USD,Female,Elizabeth Davidson,Leeds,AL,Alabama,35004,United States,North America,1940-03-24,Online,Online,1347.5,2010-01-01,"Adventure Works 37"" 1080p LCD HDTV M150W Black",Adventure Works,Black,505.85,1099.99,201,Televisions,2,TV and Video
1529021,6,3/9/2019,3/14/2019,1706944,0,1572,2,USD,Female,Elizabeth Davidson,Leeds,AL,Alabama,35004,United States,North America,1940-03-24,Online,Online,1347.5,2010-01-01,SV DVD Player M110 Silver,Southridge Video,Silver,26.67,57.99,602,Movie DVD,6,"Music, Movies and Audio Books"
1529029,1,3/9/2019,3/13/2019,185180,0,80,1,AUD,Female,Grace Michie,ANTHONY,QLD,Queensland,4310,Australia,Australia,1992-07-20,Online,Online,1347.5,2010-01-01,NT Wireless Bluetooth Stereo Headphones E302 Yellow,Northwind Traders,Yellow,18.65,40.55,106,Bluetooth Headphones,1,Audio
1529030,1,3/9/2019,3/14/2019,550274,0,143,1,EUR,Male,Marco Weisz,Sommerhausen,BY,Freistaat Bayern,97286,Germany,Europe,1991-09-01,Online,Online,1347.5,2010-01-01,"Adventure Works 15.6"" LCD TV M130W White",Adventure Works,White,152.94,299.99,201,Televisions,2,TV and Video
1529030,2,3/9/2019,3/14/2019,550274,0,1584,1,EUR,Male,Marco Weisz,Sommerhausen,BY,Freistaat Bayern,97286,Germany,Europe,1991-09-01,Online,Online,1347.5,2010-01-01,SV DVD 38 DVD Storage Binder E25 Black,Southridge Video,Black,5.09,9.99,602,Movie DVD,6,"Music, Movies and Audio Books"
1529030,3,3/9/2019,3/14/2019,550274,0,443,2,EUR,Male,Marco Weisz,Sommerhausen,BY,Freistaat Bayern,97286,Germany,Europe,1991-09-01,Online,Online,1347.5,2010-01-01,WWI Desktop PC3.0 M0300 Silver,Wide World Importers,Silver,160.49,349.0,303,Desktops,3,Computers
1529041,1,3/9/2019,3/11/2019,1214232,0,1146,2,USD,Female,Jennifer Piotrowski,Prattsville,NY,New York,12468,United States,North America,1992-04-20,Online,Online,1347.5,2010-01-01,"Fabrikam Home and vacation moviemaker 1/3"" 8.5mm M200 Blue",Fabrikam,Blue,291.09,633.0,405,Camcorders,4,Cameras and camcorders
1530000,1,3/10/2019,3/14/2019,1948390,0,1448,3,USD,Female,Laura Sousa,Madison,WI,Wisconsin,53703,United States,North America,1997-02-28,Online,Online,1347.5,2010-01-01,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Gold,The Phone Company,Gold,117.73,256.0,503,Touch Screen Phones,5,Cell phones
1530000,2,3/10/2019,3/14/2019,1948390,0,706,1,USD,Female,Laura Sousa,Madison,WI,Wisconsin,53703,United States,North America,1997-02-28,Online,Online,1347.5,2010-01-01,Proseware Fax Machine E100 White,Proseware,White,40.28,79.0,306,"Printers, Scanners & Fax",3,Computers
1530000,3,3/10/2019,3/14/2019,1948390,0,1425,3,USD,Female,Laura Sousa,Madison,WI,Wisconsin,53703,United States,North America,1997-02-28,Online,Online,1347.5,2010-01-01,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Grey",The Phone Company,Grey,175.27,529.0,503,Touch Screen Phones,5,Cell phones
